Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 21:37:38.157,114381.5,0.041,BTCUSDT
2025-09-30 21:37:38.157,114381.6,0.002,BTCUSDT
2025-09-30 21:37:38.160,114382.0,0.002,BTCUSDT
2025-09-30 21:37:38.160,114382.6,0.002,BTCUSDT
2025-09-30 21:37:38.160,114382.8,0.001,BTCUSDT
2025-09-30 21:37:38.160,114383.3,0.002,BTCUSDT
2025-09-30 21:37:38.160,114383.7,0.027,BTCUSDT
2025-09-30 21:37:38.160,114383.8,0.003,BTCUSDT
2025-09-30 21:37:38.160,114383.9,0.002,BTCUSDT
2025-09-30 21:37:38.160,114383.9,0.001,BTCUSDT
2025-09-30 21:37:38.375,114384.4,0.049,BTCUSDT
2025-09-30 21:37:38.375,114384.4,0.002,BTCUSDT
2025-09-30 21:37:38.375,114384.4,0.009,BTCUSDT
2025-09-30 21:37:38.375,114384.4,0.002,BTCUSDT
2025-09-30 21:37:38.375,114384.4,0.001,BTCUSDT
2025-09-30 21:37:38.375,114384.5,0.002,BTCUSDT
2025-09-30 21:37:38.375,114384.5,0.001,BTCUSDT
2025-09-30 21:37:38.375,114384.5,0.001,BTCUSDT
2025-09-30 21:37:38.375,114385.1,0.002,BTCUSDT
2025-09-30 21:37:38.375,114385.7,0.002,BTCUSDT
2025-09-30 21:37:38.375,114385.7,0.004,BTCUSDT
2025-09-30 21:37:38.605,114385.7,0.004,BTCUSDT
2025-09-30 21:37:38.990,114385.6,0.003,BTCUSDT
2025-09-30 21:37:39.347,114385.7,0.069,BTCUSDT
2025-09-30 21:37:39.347,114385.7,0.002,BTCUSDT
2025-09-30 21:37:39.347,114385.7,0.004,BTCUSDT
2025-09-30 21:37:39.401,114385.7,0.008,BTCUSDT
2025-09-30 21:37:39.401,114385.7,0.013,BTCUSDT
2025-09-30 21:37:39.428,114385.7,0.057,BTCUSDT
2025-09-30 21:37:39.428,114385.7,0.001,BTCUSDT
2025-09-30 21:37:39.428,114385.7,0.005,BTCUSDT
2025-09-30 21:37:39.428,114385.7,0.023,BTCUSDT
2025-09-30 21:37:39.428,114385.7,0.001,BTCUSDT
2025-09-30 21:37:39.428,114385.8,0.001,BTCUSDT
2025-09-30 21:37:39.428,114385.8,0.001,BTCUSDT
2025-09-30 21:37:39.428,114385.9,0.073,BTCUSDT
2025-09-30 21:37:39.429,114385.9,0.001,BTCUSDT
2025-09-30 21:37:39.429,114386.1,0.002,BTCUSDT
2025-09-30 21:37:39.429,114386.2,0.001,BTCUSDT
2025-09-30 21:37:39.429,114386.5,0.002,BTCUSDT
2025-09-30 21:37:39.429,114386.6,0.035,BTCUSDT
2025-09-30 21:37:39.429,114387.1,0.002,BTCUSDT
2025-09-30 21:37:39.429,114387.2,0.001,BTCUSDT
2025-09-30 21:37:39.429,114387.3,0.001,BTCUSDT
2025-09-30 21:37:39.429,114387.6,0.001,BTCUSDT
2025-09-30 21:37:39.429,114387.7,0.002,BTCUSDT
2025-09-30 21:37:39.432,114388.3,0.002,BTCUSDT
2025-09-30 21:37:39.432,114388.3,0.001,BTCUSDT
2025-09-30 21:37:39.432,114388.6,0.001,BTCUSDT
2025-09-30 21:37:39.466,114388.7,0.018,BTCUSDT
2025-09-30 21:37:39.466,114388.7,0.29,BTCUSDT
2025-09-30 21:37:39.466,114388.7,0.002,BTCUSDT
2025-09-30 21:37:39.466,114388.7,0.006,BTCUSDT
2025-09-30 21:37:39.466,114388.7,0.002,BTCUSDT
2025-09-30 21:37:39.466,114388.9,0.002,BTCUSDT
2025-09-30 21:37:39.469,114389.6,0.001,BTCUSDT
2025-09-30 21:37:39.469,114389.8,0.002,BTCUSDT
2025-09-30 21:37:39.469,114389.8,0.001,BTCUSDT
2025-09-30 21:37:39.469,114389.9,0.001,BTCUSDT
2025-09-30 21:37:39.881,114390.0,0.001,BTCUSDT
2025-09-30 21:37:39.881,114390.0,0.013,BTCUSDT
2025-09-30 21:37:39.910,114389.9,0.002,BTCUSDT
2025-09-30 21:37:39.998,114389.9,0.003,BTCUSDT
2025-09-30 21:37:39.999,114390.0,0.006,BTCUSDT
2025-09-30 21:37:40.341,114390.0,0.074,BTCUSDT
2025-09-30 21:37:40.615,114390.0,0.001,BTCUSDT
2025-09-30 21:37:40.943,114389.9,0.007,BTCUSDT
2025-09-30 21:37:40.999,114389.9,0.001,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.299,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.006,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.002,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.218,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.001,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.041,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.002,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.498,BTCUSDT
2025-09-30 21:37:41.074,114390.0,0.002,BTCUSDT
2025-09-30 21:37:41.074,114390.1,0.001,BTCUSDT
2025-09-30 21:37:41.074,114390.1,0.001,BTCUSDT
2025-09-30 21:37:41.074,114390.4,0.002,BTCUSDT
2025-09-30 21:37:41.074,114390.6,0.001,BTCUSDT
2025-09-30 21:37:41.074,114391.2,0.002,BTCUSDT
2025-09-30 21:37:41.074,114391.6,0.002,BTCUSDT
2025-09-30 21:37:41.074,114391.9,0.002,BTCUSDT
2025-09-30 21:37:41.074,114391.9,0.002,BTCUSDT
2025-09-30 21:37:41.074,114392.0,0.002,BTCUSDT
2025-09-30 21:37:41.074,114392.0,0.04,BTCUSDT
2025-09-30 21:37:41.074,114392.1,0.002,BTCUSDT
2025-09-30 21:37:41.074,114392.4,0.001,BTCUSDT
2025-09-30 21:37:41.074,114392.6,0.002,BTCUSDT
